campaign_name,reporting_start,reporting_end,status,budget,results,result_type,reach,impressions,cost_per_result,amount_spent,end_date
Instagram post: We are hiring a Lead Designer in...,2026-02-04,2026-02-06,active,100.0,809,profile_visit_view,15808,21815,0.04651422,37.63,2026-02-09
